Response number,Speaker,Content
438,TOM,What does that mean?
439,WEINGLASS,Jurors 6 and 11. They're with us.
440,TOM,How do you know? 58.
441,WEINGLASS,6 made sure I saw a copy of a James Baldwin novel under her arm and 11's been nodding during the Stahl cross.
442,TOM,Falling asleep?
443,WEINGLASS,(demonstrating) Nodding. Agreeing.
444,REPORTER #8,Would you have taken a hundred- thousand dollars to call the whole thing off?
445,ABBIE,I'd have taken a hundred-thousand dollars. As for calling it off...
446,REPORTER #9,How much is it worth to you? What's your price?
447,ABBIE,To call off the revolution?
448,REPORTER #9,What's your price?
449,ABBIE,My life.
450,FROINES,(quietly) Any idea what's going on?
451,WEINER,(quietly) It's been years since I've had any idea what was going on.
452,JUDGE HOFFMAN,I'm going to adjourn the court for the day and see counsel in my chambers in 15 minutes.
453,JUDGE HOFFMAN,It's been brought to my attention that two of the jurors have received threatening notes from a member or members of the Black Panther Party.
454,KUNSTLER,Which two jurors?
455,JUDGE HOFFMAN,Juror number 6 and Juror number 11. It was slipped into the mail at the homes of their parents.
456,KUNSTLER,6 and 11.
457,JUDGE HOFFMAN,(to the MARSHAL) Bring in Juror 6. 60.
458,KUNSTLER,"Judge, I wonder if we could--"
459,JUDGE HOFFMAN,"Juror Number 6, how are you?"
460,JUROR #6,I'm fine.
461,KUNSTLER,"Judge, before we speak to--"
462,JUDGE HOFFMAN,(stopping him) Please. (to JUROR #6) Your parents received this note in their mail this morning. They called the police as they should have done. I'd like you to take the note and read it out loud.
463,JUROR #6,My parents?
464,KUNSTLER,Your Honor--
465,JUDGE HOFFMAN,Please read the note out loud.
466,JUROR #6,"(reading) ""We're watching you.”"
467,JUDGE HOFFMAN,And you see who's signed it.
468,JUROR #6,"""The Panthers”."
469,JUDGE HOFFMAN,"And you understand that to mean the Black Panthers, don't you?"
470,JUDGE HOFFMAN,And you understand that defendant Bobby Seale is the head of the Black Panthers.
471,KUNSTLER,Judge--
472,JUDGE HOFFMAN,He's the Chairman of the Black Panther Party.
473,JUDGE HOFFMAN,Do you still feel you can render a fair and impartial verdict?
474,JUDGE HOFFMAN,"Juror Number 6, your family has been threatened and so have you by members of an organization led by one of the defendants."
475,KUNSTLER,"Judge, for the love of Christ--"
476,KUNSTLER,"I apologize, Your Honor."
477,JUDGE HOFFMAN,I would think so. (beat) Do you still feel you can render a fair and impartial verdict?
478,JUROR #6,(barely a whisper) No sir.
479,JUDGE HOFFMAN,You're dismissed from this jury. Thank you for your service. Please bring in Juror Number 11.
480,JUROR #6,(quietly to WEINGLASS) I'm sorry. 62.
481,WEINGLASS,(quietly) Keep reading James Baldwin.
482,FORAN,(to KUNSTLER) I thought the Panthers were smarter than that.
483,KUNSTLER,They are.
484,FORAN,Well--
485,KUNSTLER,"The Panthers don't write letters any more than the mob does, and the moment I find out it was your office that did, you're gonna see the criminal justice system up closer than you ever wanted to."
486,TOM,Who are the alternates?
487,JERRY,We're gonna make this public. 63.
488,KUNSTLER,Help yourself.
489,TOM,Who are they?
490,JERRY,Somebody other than the FBI has to investigate that letter.
491,KUNSTLER,"Who'd you have in mind, Jefferson Airplane? The FBI investigates--"
492,JERRY,This is bullshit!
493,TOM,Who are the alternates?
494,JERRY,Fuckin' bullshit.
495,DAVE,Can we clean up our language?
496,WEINGLASS,Kay Richards. She's a 27-year old dental hygienist.
497,TOM,That doesn't sound too bad.
498,KUNSTLER,We think she's dating a guy named Tom Bannercheck who works for Daley.
499,ALL,"What?!, etc./ You let her be an alternate?!, etc./ Why would she be anywhere near that jury box?!/etc."
500,KUNSTLER,(simultaneously) We were out of preemptory challenges. 64.
501,WEINGLASS,(simultaneously) She was an alternate and we were out of preemptory challenges.
502,TOM,How did that happen?
503,KUNSTLER,It was her or the Korean War vet who kicked his son out of the house for protesting the Vietnam-- you don't have to be Clarence Darrow to- -
504,JERRY,Did they manipulate the jury pool? How come there's nobody who looks like me?
505,KUNSTLER,Raise your hand if you've ever shown up for jury duty.
506,KUNSTLER,Then shut the fuck up.
507,WEINGLASS,Bill.
508,KUNSTLER,Yeah.
509,TOM,What?
510,WEINGLASS,He's sequestering the jury.
511,JERRY,'Course he is.
512,ABBIE,No such thing as a political trial. Good to know.
513,KUNSTLER,(to WEINGLASS) I want an expert in geriatric psychiatry sitting in the gallery for a few days. I want a medical evaluation of this judge.
514,WEINGLASS,The sequester's probably a reaction to Abbie doing stand-up on the weekends.
515,ABBIE,It's not stand-up.
516,WEINGLASS,"It's you in a college auditorium in a spotlight telling jokes, right?"
517,ABBIE,Little reductive.
518,JERRY,Hey.
519,FROINES,Names?
520,RENNIE,Yeah. From yesterday.
521,TOM,Is anyone hungry?
522,RENNIE,"If I hadn't asked you to help me with Sara Beth, none of this-- 66."
523,TOM,No.
524,RENNIE,I asked you to help with Sara Beth and that's what got us the first riot. The first riot got us the real riot.
525,TOM,"Rennie, that's not what--"
526,RENNIE,Hang on.
527,BERNADINE,(to RENNIE) I'll add the names.
528,RENNIE,Thank you.
529,KUNSTLER,We move to strike the order of sequestration of the jury which was made by Your Honor's sua sponte motion.
530,JUDGE HOFFMAN,"Hold on. Mr. Rubin, Mr. Hoffman, what are you wearing?"
531,ABBIE,"It's an homage to you, sir. 67."
532,JUDGE HOFFMAN,Do you have clothes underneath there?
533,ABBIE,Yes sir. Hang on. (to JERRY) Do you?
534,JERRY,Yeah.
535,JUDGE HOFFMAN,Take off the robes.
536,JUDGE HOFFMAN,(TO KUNSTLER) Continue.
537,KUNSTLER,We feel that sequestration for what appears will be a considerable period of time can only serve--
538,JUDGE HOFFMAN,It would be a considerably shorter period of time if the defense made fewer objections.
539,KUNSTLER,"--can only serve to the defendants disadvantage. And Your Honor, the defense will make not one fewer objection than the prosecution or this Court gives us reason to."
540,JUDGE HOFFMAN,"Bailiff, charge Mr. Kunstler with one count of Contempt."
541,ABBIE,"Welcome to our world, Bill."
542,KUNSTLER,May I continue my argument so it appears in the record? 68.
543,JUDGE HOFFMAN,Continue.
544,KUNSTLER,The jury will be in the custody of deputy marshals. The marshals will take care of all the wants and needs of the jurors and we feel that tends to make the jurors more sympathetic toward--
545,JUDGE HOFFMAN,I understand.
546,KUNSTLER,"The jurors are going to be taken care of by law enforcement officers. They won't be allowed to go home, they'll have minimal communication with--"
547,CUT BACK TO:,
548,DELUCA,Frank DeLuca.
549,SCHULTZ,And what is your occupation? 69.
550,DELUCA,"I'm a detective with the Police Department, City of Chicago."
551,SCHULTZ,"Calling your attention to August of 1968 during the convention, were you given any specific assignment?"
552,DELUCA,"I was to keep Rennie Davis under surveillance with my partner, Detective Bell."
553,SCHULTZ,"And while surveilling Rennie Davis on Sunday evening, August 25th, the night before the convention began, did you observe Tom Hayden committing a crime?"
554,DELUCA,Yes. Mr. Hayden was letting the air out of the tire of a police vehicle.
555,POLICE OFFICER,The park closes at 11pm by order of the Chicago P.D. You must be out of the park by 11pm. Violators will be prosecuted for trespassing. The park closes at--
556,ABBIE,"It's a strategy of throwin' banana peels all over Chicago and then let the machine stumble. And when it stumbles, it gets into a policy of overkill and starts to devour itself. We'll convince 'em. They'll be convinced. Of what? That we're crazy enough to do anything."
557,JERRY,We think it's important for confrontational tactical knowledge to be understood. Confrontational tactics make us safer. Why? Because the police become afraid. And that's fighting fire with--
558,PROTESTORS,(shouting back) FIRE!
559,TOM,"(to no one) You don't fight fire with fire, you fight it with water, ya jackass."
560,RENNIE,It's a metaphor.
561,TOM,Abbie and his fuckin' banana peels.
562,RENNIE,Also a metaphor. 71.
563,TOM,"Between the cops, the state police and the Guard, Daley's got 15,000 soldiers on the street whose guns are loaded with bullets that are literal."
564,RENNIE,I could make the argument that the bullets were also--
565,TOM,"Yeah, so could I, but don't. The atmosphere's starting to get dangerous and someone's gonna throw a rock. I want to get the word out that we're protesting the war and not the cops."
566,RENNIE,Dammit.
567,TOM,What?
568,RENNIE,"I think those are my guys, I think that's their car."
569,RENNIE,"Yeah, that's them. They're back. They were following me all day. Listen, here's the thing I haven't told you about Sara Beth. She isn't into this at all."
570,TOM,Isn't into what?
571,RENNIE,"When I'm with her and her family, I try to...de-emphasize the...radical revolutionary part of my--"
572,TOM,Got it. 72.
573,RENNIE,She and her parents are letting me stay with them and if I show up tailed by two undercover police officers--
574,TOM,That'd be hard to explain.
575,RENNIE,This isn't her world. And it's definitely not her parents' world. If I bring my world into their driveway--
576,TOM,Yeah.
577,RENNIE,She'll break up with me.
578,TOM,You could be in a healthier relationship.
579,RENNIE,"I know, but until then, this is the one I've got."
580,TOM,(pause) That's their car?
581,RENNIE,Yeah.
582,TOM,Where are they?
583,RENNIE,Looking for me.
584,TOM,Alright. Go back into the crowd and let 'em find you. Then leave the park by the east exit. They'll need their car to follow you.
585,RENNIE,What are you gonna do? 73.
586,TOM,It's not gonna remind anyone of Ghandi but a little civil disobedience. Go.
587,RENNIE,"You're not gonna cut their breaks or anything, right?"
588,TOM,"What? No, I'm gonna let the air out of one of the tires. Now go."
589,RENNIE,I really appreciate it. I don't want to be a phony with SaraBeth but sometimes it takes a little--
590,TOM,You should really go now.
591,RENNIE,Yeah.
592,CUT BACK TO:,
593,DELUCA,Detective Bell and I spotted Rennie Davis walking in the crowd and observed him on foot for a few minutes. Then we returned to the unit.
594,SCHULTZ,Your car.
595,DELUCA,Yes.
596,SCHULTZ,And what did you find?
597,DELUCA,So you think we're idiots.
598,DELUCA,Don't fuckin' move.
599,BELL,On your feet.
600,TOM,Those are two contradictory instructions.
601,DELUCA,"Hands behind your head, spread your legs. Was that a contradictory instruction?"
602,TOM,Nope.
603,CUT BACK TO:,
604,SCHULTZ,What happened then?
605,DELUCA,Someone from the crowd shouted--
606,DEMONSTRATOR,"Hey, they're hassling Tom Hayden! 75."
607,BELL,"Paulie, you need to see what I'm seeing."
608,DELUCA,"Hey, stay back there! All a you!"
609,BELL,(showing his badge) Police! Stay back!
610,TOM,"(calling to the silhouettes) Listen, everybody stay cool!"
611,DELUCA,(to TOM) Shut up! Tell 'em to get back.
612,TOM,Again--
613,DELUCA,Tell 'em to get back.
614,SCHULTZ,And did he tell the crowd to get back?
615,TOM,"Everybody get back! I'm alright, stay cool!"
616,DELUCA,He was egging them on.
617,SCHULTZ,Did you take Hayden under arrest at that moment? 76.
618,DELUCA,No sir.
619,SCHULTZ,Why not?
620,DELUCA,What the hell is--who's shining that?
621,BELL,(quietly) It's a camera. It's a TV camera.
622,DELUCA,We wanted to diffuse the situation so we arranged to take Mr. Hayden in the next morning.
623,TOM,This is gonna be for me.
624,RENNIE,Let me try to explain to them.
625,TOM,We should tell 'em about SaraBeth's parents.
626,RENNIE,Yeah.
627,TOM,"I was kidding. Just bail me out and keep to the schedule, it's fine"
628,OFFICER QUINN,Tom Hayden?
629,TOM,Yeah. (to RENNIE) See you in a bit.
630,OFFICER QUINN,You're under arrest.
631,TOM,Got it.
632,JUDGE HOFFMAN,We'll stand in recess for one hour and court will resume at--
633,BOBBY,Your Honor--
634,JUDGE HOFFMAN,"You wish to address the court, Mr. Seale?"
635,BOBBY,I--yes. I have a motion--
636,JUDGE HOFFMAN,I will hear you Mr. Seale.
637,BOBBY,Just a moment.
638,JUDGE HOFFMAN,"Mr. Seale, do you have a motion?"
639,BOBBY,"I have a motion pro se to defend myself. I'd like to invoke the precedent of Adams vs. U.S. ex rel. McCann, where the Supreme Court--"
640,JUDGE HOFFMAN,"Alright, that's enough. Where are you learning these things. Does your young friend, Mr. Hampton, have a background in-- 78."
641,ABBIE,"So Hayden's in a holding cell on a tire-pressure related charge and suddenly every freak in Chicago is mobilized. ""They got Hayden, they got Hayden.” We're gonna march down to the police station, overcome the police and the Illinois National Guard and free Tom Hayden. (pause) We couldn't find our way out of the park."
642,ABBIE,"Over the course of 10 days, the government called 37 witnesses, each and every one of them an employee of the government. I call this portion of the trial, ""With Friends Like These...”."
643,SCHULTZ,Would you state your full name please?
644,WOJOHOWSKI,Stanley R. Wojohowski.
645,EDDIE,Abbie. This is Stan.
646,WOJOHOWSKI,Stan Wojohowski. 80.
647,ABBIE,"How you doin', Stan?"
648,EDDIE,"Stan's gonna be one of your bodyguards, he handles himself pretty well."
649,CUT BACK TO:,
650,SCHULTZ,"And what is your occupation please, Mr. Wojohowski?"
651,WOJOHOWSKI,I'm a Chicago Police Officer.
652,MAN,"Rennie, this is Sam, he can be trusted."
653,CUT BACK TO:,
654,SAM,"Detective Sam McGiven, Chicago Police Department."
655,SCOTT,"Scotty Scibelli, Tom. I'm your guy for ass, weed or whatever you need."
656,CUT BACK TO:,81.
657,SCOTT,"Staff Sergeant Scott Scibelli, Illinois State Police."
658,BARTENDER,This is from the woman in the glasses.
659,JERRY,Really?
660,JERRY,Uh...Did you mean this for me?
661,DAPHNE,I did.
662,JERRY,Nobody's ever sent me a drink before.
663,DAPHNE,How do you like it so far?
664,JERRY,"It's a Tom Collins. I know it's kind of a country club drink but they're delicious. A man in England named Tom Collins claimed in 1894 to have invented it, but then another man who's name I've forgotten said, no, he'd invented it two years earlier and I think there was a lawsuit."
665,DAPHNE,That's a surprising amount of controversy for gin and lemonade.
666,JERRY,I'm Jerry. 82.
667,DAPHNE,"Hey Jerry, do you know why the French only eat one egg for breakfast?"
668,JERRY,No.
669,DAPHNE,"Because in France, one egg is ""un oeuf.” (pause) It's un oeuf."
670,JERRY,Wow.
671,DAPHNE,I know.
672,JERRY,I feel so much better about my Tom Collins story.
673,DAPHNE,I'm Daphne O'Connor.
674,CUT BACK TO:,
675,DAPHNE,"Special Agent Daphne O'Conner, FBI. Counter Intelligence."
676,WEINER,"You think it's possible there were seven demonstrators in Chicago last summer leading 10,000 undercover cops in protest?"
677,SCHULTZ,What was your assignment in Chicago? 83.
678,DAPHNE,To use Jerry Rubin to try to infiltrate the leaders of the protest.
679,SCHULTZ,"You were with Jerry Rubin, Abbie Hoffman, Rennie Davis and Dave Dellinger the afternoon of the 27th?"
680,DAPHNE,Yes.
681,SCHULTZ,What were the four of them doing?
682,DAPHNE,They were leading a group of protestors.
683,SCHULTZ,How many would you say?
684,DAPHNE,About eight-hundred.
685,SCHULTZ,Where were they leading these eight- hundred people?
686,DAPHNE,To Police Headquarters at 11th and State.
687,SCHULTZ,Why?
688,DAPHNE,Tom Hayden was being   held there on charges of tampering   with a police vehicle. Jerry Rubin   said it was time to confront the   pigs.
689,SCHULTZ,By pigs he meant--
690,DAPHNE,It was time to confront the police. 84.
691,CUT BACK TO:,
692,SAM,I remember also at the front of the group was Mr. Allen Ginsburg.
693,SCHULTZ,Allen Ginsburg the poet.
694,SAM,Yes. He was chanting a kind of war chant.
695,JERRY,What's he doing?
696,ABBIE,"He's calming the energy, settling things down."
697,DAVE,How's it working so far?
698,ABBIE,The guy testified that Ginsburg was letting out a war chant. Some kind of fuckin' jungle signal to beat poets that they should begin pelting the troopers with blank verse.
699,ABBIE,A guy in the crowd is marching with a girl on his shoulders. She's waving an American flag and this seems to really be bothering some frat brothers who'd come to town in the spirit of fraternity.
700,FRAT BOYS,(screaming) Put the flag down! Put it down! Go to the kitchen and make me a sandwich!
701,JERRY,I'm gonna go back there and take care of that.
702,ABBIE,They're not the enemy.
703,JERRY,In so many fuckin' ways they are.
704,FRAT BOYS,Put down the goddam flag you ugly bitch! Go to the kitchen and make me a fuckin' sandwich!
705,CUT BACK TO:,86.
706,WOJOHOWSKI,The group turned right on 11th Street.
707,ABBIE,We make a right on 11th Street.
708,DAPHNE,And that's when they saw it.
709,ABBIE,Holy shit.
710,JERRY,Jesus.
711,ABBIE,Are they about to conquer Spain?
712,JERRY,(beat--let's do it anyway) Well fuck it.
713,DAVE,What do you mean fuck it?
714,JERRY,This is it. It's time. Here we are.
715,ABBIE,We're not rushing the police.
716,JERRY,Why the fuck not?
717,ABBIE,Because we'll be critically injured. 87.
718,RENNIE,Tom doesn't want anyone hurt.
719,DAVE,"We've gotta turn this crowd around. There's too much momentum, we've gotta turn 'em around and calm 'em down."
720,DAPHNE,"(to JERRY) He's right. This isn't safe, I know something about this."
721,DAVE,(into the walkie-talkie) All marshals--slow 'em down and turn 'em around. It's the Alamo up here. Turn 'em around and get 'em safely back in the park.
722,JERRY,We should be marching right up to them.
723,ABBIE,"I don't think they're gonna surrender man. Keep 'em moving. Dave and I are gonna stay and make Tom's bail. (to DAVE) I don't carry money, do you?"
724,DAVE,"I do, I'm a grown man."
725,JERRY,"You're killin' me, Allen. You're goddam killin' me. (shouting) Keep 'em moving. 88."
726,ABBIE,"The marshals are spreading the word that we're gonna keep moving, go left on Roosevelt and back in the park, right?"
727,DAPHNE,When they got to the park they saw that three divisions of police officers had moved in from the south.
728,ABBIE,"I don't know what tactical genius came up with that, but you know when shit happens? When you don't give protestors a place to go."
729,SCHULTZ,How would you characterize the mood of the crowd?
730,KUNSTLER,The witness is in no position to characterize the mood of a thousand strangers.
731,JUDGE HOFFMAN,Do you have an objection?
732,KUNSTLER,Yes sir.
733,JUDGE HOFFMAN,On what grounds? 89.
734,KUNSTLER,On those grounds.
735,ALL,Overruled!
736,JUDGE HOFFMAN,I will clear this courtroom!
737,SCHULTZ,Mr. Wojohowski?
738,WOJOHOWSKI,The crowd was looking for a fight.
739,JERRY,(shouting) You're pigs! Your children are pigs!
740,RENNIE,We should leave their children out of it.
741,JERRY,"You're right, I know, you're right."
742,SCOTT,"""White, honkey m-f-ers, get out of our park!” And then he said, ""Look at 'em--"
743,JERRY,--they don't look so tough.
744,RENNIE,Well...the guns... 90.
745,JERRY,"(shouting) Put down your guns, motherfuckers, we'll fight like fuckin' men!"
746,RENNIE,"Just so you know, I do not have your back on that."
747,ABBIE,And the guys from Kappa Gamma Douchebag who were hassling the girl? They're back.
748,FRAT BOYS,Put the flag down! Put it down! Put the goddam flag down you cunt! Make me a sandwich!
749,RENNIE,"(to JERRY) Just calm the crowd down. (beat) Help me calm 'em down, Jerry."
750,DAPHNE,Baby. Defuse the situation. They'll listen to you.
751,JERRY,Huh.
752,DAPHNE,What?
753,JERRY,"Nothing, that sounded nice when you said it."
754,DAPHNE,Right now!
755,JERRY,Yeah. 91.
756,DAPHNE,Someone from the crowd shouts--
757,ABBIE,A guy somewhere in the crowd shouts- -
758,SCOTT,--it may have been Jerry Rubin--
759,KUNSTLER,Object.
760,WEINGLASS,(simultaneously) Objection.
761,KUNSTLER,If he doesn't know who it was--
762,JUDGE HOFFMAN,Sustained.
763,SCHULTZ,Someone in the crowd shouted what?
764,SOMEONE IN THE CROWD,(shouting) Take the hill!
765,RENNIE,Shit.
766,JERRY,Oh fuck. 92.
767,RENNIE,(to the protestors) Stop running!
768,JERRY,(to the protestors) Stop running! Slow down!
769,POLICEMAN,There are no permits for this demonstration! You are ordered to leave the park immediately! There are no permits for this demonstration! You are ordered to leave the park immediately!
770,ABBIE,"The street name for chloroacetophenone is tear gas and it's a fuckin' blow torch--your lungs, your skin, your eyes...Riot clubs? They're made out of the same wood they use for baseball bats."
771,FRAT BOY #1,"I told you to put that flag down, go in the kitchen and make me a fuckin' sandwich! 93."
772,JERRY,Hey! What are you doin?! Get the fuck offa her! What the fuck is the matter with you?!
773,JERRY,Get the fuck offa her!
774,FRAT BOY #2,"Fuck you, hippie faggot!"
775,JERRY,You're alright. You're okay.
776,JERRY,Here. You're okay.
777,JERRY,You need to hold this over your face and I'll get you outa here.
778,POLICEMAN,"Don't move, Jerry."
779,JERRY,"Get those guys, they were--"
780,POLICEMAN,You're under arrest.
781,KUNSTLER,"After bailing Tom Hayden out, Abbie, Dave and Tom returned to the park, is that correct?"
782,TOM,"I'll be honest, I'm starting to worry about getting everyone out of Chicago alive."
783,ABBIE,That's not really up to us.
784,TOM,Yeah it is.
785,ABBIE,What are you lookin' at me for? I went to bail you out of jail.
786,TOM,(pause) Eight-hundred people followed you!
787,ABBIE,"Oh that. Yeah, people follow me, fuck if I know why?"
788,TOM,I'm wracking my brain as well. 95.
789,RENNIE,(to JERRY) How'd you make bail so fast?
790,JERRY,"I wasn't arrested, I was detained. They couldn't figure out what to charge me with."
791,DAVE,Assault.
792,JERRY,I was assaulting someone who was assaulting someone.
793,DAPHNE,Guys. Nothing's more dangerous than a crowd of people who are moving. It's like trying to re-direct the Mississippi River.
794,JERRY,Isn't she great?
795,TOM,(to ABBIE) Get your people to cool off. We're responsible for these people.
796,ABBIE,"We have to protest in front of the convention, Tommy, plain and simple. 'Cause that's where the cameras are. We have to get to the convention. And that means we have to leave the park. And that's when people'll get hurt. As long as every person following me knows that, I sleep fine at night."
797,TOM,Well you should tell me how you do it.
798,ABBIE,A lot of it's drugs.
799,TOM,Yeah.
800,TOM,That's what happened when we tried to go up a hill. We're not getting anywhere near the convention.
801,KUNSTLER,"Special Agent O'Connor, you testified that Jerry Rubin said, ""Fuck 'em all. They're all pigs. We should form an army and get guns.”"
802,DAPHNE,Yes.
803,KUNSTLER,"And when he said that, did anyone form an army and get guns?"
804,DAPHNE,No.
805,KUNSTLER,Did Jerry Rubin instruct the crowd to run into the park?
806,DAPHNE,No.
807,KUNSTLER,Did Rennie Davis?
808,DAPHNE,No.
809,KUNSTLER,Was Abbie Hoffman even there?
810,DAPHNE,No.
811,KUNSTLER,Was Dave Dellinger?
812,DAPHNE,No. 97.
813,JUDGE HOFFMAN,We'll stand in recess until--
814,FRED,Four hours. That's how long Bobby Seale--
815,JUDGE HOFFMAN,Marshals.
816,FRED,--was in Chicago. Four hours.
817,JUDGE HOFFMAN,Court stands in recess for the weekend.
818,JERRY,I took in the exhibit. I cleared my mind. I stood there for twenty minutes and I felt nothing.
819,ABBIE,"Well...but it wasn't a painting, it was an exhibit. It was a natural history museum. 99."
820,JERRY,"And when you put exhibits of Native Indian families in a natural history museum alongside dioramas of early man and the Jurassic age, it gives the impression that the Cherokee evolved into modern day Europeans."
821,ABBIE,"Hey, look who it is!"
822,ABBIE,Should we say hi?
823,JERRY,I've got a bone to pick with that guy.
824,ABBIE,Hey counselor!
825,SCHULTZ,No colleges this weekend?
826,ABBIE,Winter break. My audiences went home to their parents. Are these ladies related to you?
827,SCHULTZ,These are my daughters Julie and Emily.
828,ABBIE,(to the girls) Your dad's a good guy. And that's coming from someone who he's been trying hard to put in federal prison.
829,SCHULTZ,We shouldn't be talking without your lawyer here.
830,ABBIE,"Nah, we're all on the same team. 100."
831,SCHULTZ,"In one sense I guess, but in a much truer sense we're not. (SCHULTZ takes a couple of dollars out of his pocket) Girls, take this dollar over to the musicians and put it in their hat. Then take this dollar and buy some of those candy-covered peanuts mom won't let you have."
832,ABBIE,Sweet kids.
833,SCHULTZ,'Cause if your lawyers were here I'd feel comfortable telling you that the window's closing for you to plead out.
834,JERRY,"Oh we're not takin' a fuckin' deal, would you stop? And I wish I could share Abbie's sentiment that you're a good guy, but I'm afraid I can't."
835,SCHULTZ,I'm sorry to hear that.
836,JERRY,Sending Daphne O'Connor to break my heart was way outa line.
837,SCHULTZ,Well I don't work for the FBI but Special Agent O'Connor was one of many agents sent to gather intelligence on what had been deemed a credible domestic threat.
838,JERRY,"Fine, then you bug our phones, you wire up a dope dealer, be a man. You don't send a woman to ensorcell me--it means ""enchanting”--only to have her crush my soul."
839,SCHULTZ,How long did you two know each other? 101.
840,JERRY,(calling) Does she ever mention me?
841,BERNADINE,(into phone) Conspiracy Office.
842,BERNADINE,"(to TOM) It's Bill. Something's happened, Tom."
843,KUNSTLER,"Bobby, Fred Hampton was shot and killed last night. There was a police raid and there was a shootout and he's dead."
844,KUNSTLER,(consulting notes) It happened between the hours of 4am and--
845,BOBBY,I know.
846,KUNSTLER,You were told?
847,BOBBY,Yeah.
848,KUNSTLER,I'm sorry.
849,BOBBY,"(pause) The seven of you, you've all got the same father, right? (to TOM) I'm talking to you. You've all got the same father, right? Cut your hair, don't be a fag, respect authority, respect America, respect me. Your life, it's fuck you to your father, right? A little?"
850,TOM,(beat) Maybe.
851,BOBBY,Maybe. And you can see how that's different from a rope on a tree?
852,TOM,Yeah.
853,BOBBY,Yeah. He was shot in the wrist first. You can't hold a gun if you've been shot in the wrist. You can't pull a trigger. The second shot was in the head. (MORE) 104.
854,BOBBY,Fred was executed. (pause) Anything else?
855,KUNSTLER,(pause) No.
856,SCHULTZ,"Detective, calling your attention to the evening of the next day, Tuesday, August 27th, were you in Grant Park on that day?"
857,FRAPOLY,"Yes. There was a ""Free Huey Newton” rally going on."
858,SCHULTZ,Did you recognize any of the speakers?
859,FRAPOLY,I heard Jerry Rubin give a speech. Phil Ochs sang and then Bobby Seale gave a speech.
860,BOBBY,I object to this man's testimony against me because I've been denied counsel.
861,JUDGE HOFFMAN,We understand.
862,SCHULTZ,Do you recall anything from Mr. Seale's speech?
863,FRAPOLY,Yes. He said-- 105.
864,BOBBY,I object to this man's--
865,JUDGE HOFFMAN,Quiet.
866,SCHULTZ,Go ahead.
867,FRAPOLY,May I refer to notes?
868,SCHULTZ,Yes sir.
869,FRAPOLY,"He said, ""We must understand that as we go forth to try to move the reprobate politicians--"
870,BOBBY,Your Honor--
871,FRAPOLY,"""--our cowardly Congress, the jive, double-lip talkin' Nixon--”"
872,BOBBY,"Jive double-lip talkin' Nixon? You make me sound like one funky cat, thank you sir."
873,JUDGE HOFFMAN,"Last warning, Mr. Seale."
874,SCHULTZ,Did he say anything else?
875,FRAPOLY,"He said, ""The revolution at this time is directly connected to organized guns and force.”"
876,SCHULTZ,No more questions.
877,BOBBY,"A jive, double-lip talkin', funky, funky cat. 106."
878,JUDGE HOFFMAN,Would the defense like to cross- examine the witness?
879,BOBBY,Yes. I'm sitting here saying that I would like to cross--
880,JUDGE HOFFMAN,Only lawyers can address a wit--
881,BOBBY,My lawyer is Charles Garry.
882,JUDGE HOFFMAN,I'm tired of hearing that.
883,BOBBY,I couldn't care less what you're tired of.
884,JUDGE HOFFMAN,What did you say?
885,BOBBY,I said it would be impossible for me to care any less what you're tired of and I demand to cross- examine this--
886,JUDGE HOFFMAN,Sit in your chair and be quiet and don't ever address the Court in that--
887,BOBBY,(to the crowd) It was premeditated murder. Fred Hampton was assassinated last night.
888,JUDGE HOFFMAN,"Marshals, put Mr. Seale in his seat."
889,BOBBY,He wouldn't have been able to hold a gun in his right hand. (MORE) 107.
890,BOBBY,"When they publish the coroner's report, make sure you ask about the bullet wound in his wrist."
891,JUDGE HOFFMAN,"I strongly caution you, Mr. Seale, I strongly caution you that--"
892,BOBBY,Oh strongly fuck yourself.
893,JUDGE HOFFMAN,"Marshals, take that defendant into a room and deal with him as he should be dealt with."
894,JUDGE HOFFMAN,"Let the record show that I tried, fairly and impartially, I tried to get the defendant to sit on his own. I ask you again, and you may indicate by raising your head up and down or moving it from side to side, if I have your assurance that you will not do anything to disrupt this trial if I allow you to resume proper order."
895,JUDGE HOFFMAN,Do I have your assurance?
896,JUDGE HOFFMAN,"Mr. Schultz, call your next witness."
897,JUDGE HOFFMAN,"Mr. Schultz, call your witness."
898,SCHULTZ,"May we approach, Your Honor?"
899,KUNSTLER,Can he breathe? (to BOBBY) Can you breathe alright?
900,SCHULTZ,"Your Honor, a defendant is bound and gagged in an American courtroom."
901,FORAN,He brought it on himself.
902,KUNSTLER,(to FORAN) Are you insane?
903,JUDGE HOFFMAN,That's enough.
904,KUNSTLER,This is an unholy disgrace to the law. This is a medieval torture chamber.
905,JUDGE HOFFMAN,I know no other lawyer who would utter such a thing.
906,WEINGLASS,This is an unholy disgrace to the law and a medieval torture--
907,JUDGE HOFFMAN,"I said that's enough! (beat) Love of God. (beat) What do you want, Mr. Schultz, this is your sidebar."
908,SCHULTZ,"Your Honor, at this time the Government would like to make a motion that Bobby Seale be separated--"
909,FORAN,Wait-- 110.
910,SCHULTZ,(to FORAN) Yes. Just--please sir. (to JUDGE HOFFMAN) --a motion that Bobby Seale be separated from the other defendants and that a mistrial be declared in his case.
911,JUDGE HOFFMAN,You want me to give him his mistrial?
