Response number,Speaker,Content
443,ABBIE,"So Hayden's in a holding cell on a tire-pressure related charge and suddenly every freak in Chicago is mobilized. ""They got Hayden, they got Hayden."" We're gonna march down to the police station, overcome the police and the Illinois National Guard and free Tom Hayden. (pause) We couldn't find our way out of the park."
444,ABBIE,"Over the course of 10 days, the government called 37 witnesses, each and every one of them an employee of the government. I call this portion of the trial, ""With Friends Like These...""."
445,SCHULTZ,Would you state your full name please?
446,ABBIE,"How you doin', Stan?"
447,SCHULTZ,"And what is your occupation please, Mr. Wojohowski?"
448,JERRY,Really?
449,JERRY,Uh...Did you mean this for me?
450,JERRY,Nobody's ever sent me a drink before.
451,JERRY,"It's a Tom Collins. I know it's kind of a country club drink but they're delicious. A man in England named Tom Collins claimed in 1894 to have invented it, but then another man who's name I've forgotten said, no, he'd invented it two years earlier and I think there was a lawsuit."
452,JERRY,I'm Jerry. 82.
453,JERRY,No.
454,JERRY,Wow.
455,JERRY,I feel so much better about my Tom Collins story.
456,SCHULTZ,What was your assignment in Chicago? 83.
457,SCHULTZ,"You were with Jerry Rubin, Abbie Hoffman, Rennie Davis and Dave Dellinger the afternoon of the 27th?"
458,SCHULTZ,What were the four of them doing?
459,SCHULTZ,How many would you say?
460,SCHULTZ,Where were they leading these eight- hundred people?
461,SCHULTZ,Why?
462,SCHULTZ,By pigs he meant--
463,SCHULTZ,Allen Ginsburg the poet.
464,JERRY,What's he doing?
465,ABBIE,"He's calming the energy, settling things down."
466,ABBIE,The guy testified that Ginsburg was letting out a war chant. Some kind of fuckin' jungle signal to beat poets that they should begin pelting the troopers with blank verse.
467,ABBIE,A guy in the crowd is marching with a girl on his shoulders. She's waving an American flag and this seems to really be bothering some frat brothers who'd come to town in the spirit of fraternity.
468,JERRY,I'm gonna go back there and take care of that.
469,ABBIE,They're not the enemy.
470,JERRY,In so many fuckin' ways they are.
471,ABBIE,We make a right on 11th Street.
472,ABBIE,Holy shit.
473,JERRY,Jesus.
474,ABBIE,Are they about to conquer Spain?
475,JERRY,(beat--let's do it anyway) Well fuck it.
476,JERRY,This is it. It's time. Here we are.
477,ABBIE,We're not rushing the police.
478,JERRY,Why the fuck not?
479,ABBIE,Because we'll be critically injured. 87.
480,RENNIE,Tom doesn't want anyone hurt.
481,JERRY,We should be marching right up to them.
482,ABBIE,"I don't think they're gonna surrender man. Keep 'em moving. Dave and I are gonna stay and make Tom's bail. (to DAVE) I don't carry money, do you?"
483,JERRY,"You're killin' me, Allen. You're goddam killin' me. (shouting) Keep 'em moving. 88."
484,ABBIE,"The marshals are spreading the word that we're gonna keep moving, go left on Roosevelt and back in the park, right?"
485,ABBIE,"I don't know what tactical genius came up with that, but you know when shit happens? When you don't give protestors a place to go."
486,SCHULTZ,How would you characterize the mood of the crowd?
487,KUNSTLER,The witness is in no position to characterize the mood of a thousand strangers.
488,JUDGE HOFFMAN,Do you have an objection?
489,KUNSTLER,Yes sir.
490,JUDGE HOFFMAN,On what grounds? 89.
491,KUNSTLER,On those grounds.
492,JUDGE HOFFMAN,I will clear this courtroom!
493,SCHULTZ,Mr. Wojohowski?
494,JERRY,(shouting) You're pigs! Your children are pigs!
495,RENNIE,We should leave their children out of it.
496,JERRY,"You're right, I know, you're right."
497,JERRY,--they don't look so tough.
498,RENNIE,Well...the guns... 90.
499,JERRY,"(shouting) Put down your guns, motherfuckers, we'll fight like fuckin' men!"
500,RENNIE,"Just so you know, I do not have your back on that."
501,ABBIE,And the guys from Kappa Gamma Douchebag who were hassling the girl? They're back.
502,RENNIE,"(to JERRY) Just calm the crowd down. (beat) Help me calm 'em down, Jerry."
503,JERRY,Huh.
504,JERRY,"Nothing, that sounded nice when you said it."
505,JERRY,Yeah. 91.
506,ABBIE,A guy somewhere in the crowd shouts- -
507,KUNSTLER,Object.
508,WEINGLASS,(simultaneously) Objection.
509,KUNSTLER,If he doesn't know who it was--
510,JUDGE HOFFMAN,Sustained.
511,SCHULTZ,Someone in the crowd shouted what?
512,RENNIE,Shit.
513,JERRY,Oh fuck. 92.
514,RENNIE,(to the protestors) Stop running!
515,JERRY,(to the protestors) Stop running! Slow down!
516,ABBIE,"The street name for chloroacetophenone is tear gas and it's a fuckin' blow torch--your lungs, your skin, your eyes...Riot clubs? They're made out of the same wood they use for baseball bats."
517,JERRY,Hey! What are you doin?! Get the fuck offa her! What the fuck is the matter with you?!
518,JERRY,Get the fuck offa her!
519,JERRY,You're alright. You're okay.
520,JERRY,Here. You're okay.
521,JERRY,You need to hold this over your face and I'll get you outa here.
522,JERRY,"Get those guys, they were--"
523,KUNSTLER,"After bailing Tom Hayden out, Abbie, Dave and Tom returned to the park, is that correct?"
524,TOM,"I'll be honest, I'm starting to worry about getting everyone out of Chicago alive."
525,ABBIE,That's not really up to us.
526,TOM,Yeah it is.
527,ABBIE,What are you lookin' at me for? I went to bail you out of jail.
528,TOM,(pause) Eight-hundred people followed you!
529,ABBIE,"Oh that. Yeah, people follow me, fuck if I know why?"
530,TOM,I'm wracking my brain as well. 95.
531,RENNIE,(to JERRY) How'd you make bail so fast?
532,JERRY,"I wasn't arrested, I was detained. They couldn't figure out what to charge me with."
533,JERRY,I was assaulting someone who was assaulting someone.
534,JERRY,Isn't she great?
535,TOM,(to ABBIE) Get your people to cool off. We're responsible for these people.
536,ABBIE,"We have to protest in front of the convention, Tommy, plain and simple. 'Cause that's where the cameras are. We have to get to the convention. And that means we have to leave the park. And that's when people'll get hurt. As long as every person following me knows that, I sleep fine at night."
537,TOM,Well you should tell me how you do it.
538,ABBIE,A lot of it's drugs.
539,TOM,Yeah.
540,TOM,That's what happened when we tried to go up a hill. We're not getting anywhere near the convention.
541,KUNSTLER,"Special Agent O'Connor, you testified that Jerry Rubin said, ""Fuck 'em all. They're all pigs. We should form an army and get guns."""
542,KUNSTLER,"And when he said that, did anyone form an army and get guns?"
543,KUNSTLER,Did Jerry Rubin instruct the crowd to run into the park?
544,KUNSTLER,Did Rennie Davis?
545,KUNSTLER,Was Abbie Hoffman even there?
546,KUNSTLER,Was Dave Dellinger?
547,JUDGE HOFFMAN,We'll stand in recess until--
548,JUDGE HOFFMAN,Marshals.
549,JUDGE HOFFMAN,Court stands in recess for the weekend.
550,JERRY,I took in the exhibit. I cleared my mind. I stood there for twenty minutes and I felt nothing.
551,ABBIE,"Well...but it wasn't a painting, it was an exhibit. It was a natural history museum. 99."
552,JERRY,"And when you put exhibits of Native Indian families in a natural history museum alongside dioramas of early man and the Jurassic age, it gives the impression that the Cherokee evolved into modern day Europeans."
553,ABBIE,"Hey, look who it is!"
554,ABBIE,Should we say hi?
555,JERRY,I've got a bone to pick with that guy.
556,ABBIE,Hey counselor!
557,SCHULTZ,No colleges this weekend?
558,ABBIE,Winter break. My audiences went home to their parents. Are these ladies related to you?
559,SCHULTZ,These are my daughters Julie and Emily.
560,ABBIE,(to the girls) Your dad's a good guy. And that's coming from someone who he's been trying hard to put in federal prison.
561,SCHULTZ,We shouldn't be talking without your lawyer here.
562,ABBIE,"Nah, we're all on the same team. 100."
563,SCHULTZ,"In one sense I guess, but in a much truer sense we're not. (SCHULTZ takes a couple of dollars out of his pocket) Girls, take this dollar over to the musicians and put it in their hat. Then take this dollar and buy some of those candy-covered peanuts mom won't let you have."
564,ABBIE,Sweet kids.
565,SCHULTZ,'Cause if your lawyers were here I'd feel comfortable telling you that the window's closing for you to plead out.
566,JERRY,"Oh we're not takin' a fuckin' deal, would you stop? And I wish I could share Abbie's sentiment that you're a good guy, but I'm afraid I can't."
567,SCHULTZ,I'm sorry to hear that.
568,JERRY,Sending Daphne O'Connor to break my heart was way outa line.
569,SCHULTZ,Well I don't work for the FBI but Special Agent O'Connor was one of many agents sent to gather intelligence on what had been deemed a credible domestic threat.
570,JERRY,"Fine, then you bug our phones, you wire up a dope dealer, be a man. You don't send a woman to ensorcell me--it means ""enchanting""--only to have her crush my soul."
571,SCHULTZ,How long did you two know each other? 101.
572,JERRY,(calling) Does she ever mention me?
573,KUNSTLER,"Bobby, Fred Hampton was shot and killed last night. There was a police raid and there was a shootout and he's dead."
574,KUNSTLER,(consulting notes) It happened between the hours of 4am and--
575,BOBBY,I know.
576,KUNSTLER,You were told?
577,BOBBY,Yeah.
578,KUNSTLER,I'm sorry.
579,BOBBY,"(pause) The seven of you, you've all got the same father, right? (to TOM) I'm talking to you. You've all got the same father, right? Cut your hair, don't be a fag, respect authority, respect America, respect me. Your life, it's fuck you to your father, right? A little?"
580,TOM,(beat) Maybe.
581,BOBBY,Maybe. And you can see how that's different from a rope on a tree?
582,TOM,Yeah.
583,BOBBY,Yeah. He was shot in the wrist first. You can't hold a gun if you've been shot in the wrist. You can't pull a trigger. The second shot was in the head. (MORE) 104.
584,BOBBY,Fred was executed. (pause) Anything else?
585,KUNSTLER,(pause) No.
586,SCHULTZ,"Detective, calling your attention to the evening of the next day, Tuesday, August 27th, were you in Grant Park on that day?"
587,SCHULTZ,Did you recognize any of the speakers?
588,BOBBY,I object to this man's testimony against me because I've been denied counsel.
589,JUDGE HOFFMAN,We understand.
590,SCHULTZ,Do you recall anything from Mr. Seale's speech?
591,BOBBY,I object to this man's--
592,JUDGE HOFFMAN,Quiet.
593,SCHULTZ,Go ahead.
594,SCHULTZ,Yes sir.
595,BOBBY,Your Honor--
596,BOBBY,"Jive double-lip talkin' Nixon? You make me sound like one funky cat, thank you sir."
597,JUDGE HOFFMAN,"Last warning, Mr. Seale."
598,SCHULTZ,Did he say anything else?
599,SCHULTZ,No more questions.
600,BOBBY,"A jive, double-lip talkin', funky, funky cat. 106."
601,JUDGE HOFFMAN,Would the defense like to cross- examine the witness?
602,BOBBY,Yes. I'm sitting here saying that I would like to cross--
603,JUDGE HOFFMAN,Only lawyers can address a wit--
604,BOBBY,My lawyer is Charles Garry.
605,JUDGE HOFFMAN,I'm tired of hearing that.
606,BOBBY,I couldn't care less what you're tired of.
607,JUDGE HOFFMAN,What did you say?
608,BOBBY,I said it would be impossible for me to care any less what you're tired of and I demand to cross- examine this--
609,JUDGE HOFFMAN,Sit in your chair and be quiet and don't ever address the Court in that--
610,BOBBY,(to the crowd) It was premeditated murder. Fred Hampton was assassinated last night.
611,JUDGE HOFFMAN,"Marshals, put Mr. Seale in his seat."
612,BOBBY,He wouldn't have been able to hold a gun in his right hand. (MORE) 107.
613,BOBBY,"When they publish the coroner's report, make sure you ask about the bullet wound in his wrist."
614,JUDGE HOFFMAN,"I strongly caution you, Mr. Seale, I strongly caution you that--"
615,BOBBY,Oh strongly fuck yourself.
616,JUDGE HOFFMAN,"Marshals, take that defendant into a room and deal with him as he should be dealt with."
617,JUDGE HOFFMAN,"Let the record show that I tried, fairly and impartially, I tried to get the defendant to sit on his own. I ask you again, and you may indicate by raising your head up and down or moving it from side to side, if I have your assurance that you will not do anything to disrupt this trial if I allow you to resume proper order."
618,JUDGE HOFFMAN,Do I have your assurance?
619,JUDGE HOFFMAN,"Mr. Schultz, call your next witness."
620,JUDGE HOFFMAN,"Mr. Schultz, call your witness."
621,SCHULTZ,"May we approach, Your Honor?"
622,KUNSTLER,Can he breathe? (to BOBBY) Can you breathe alright?
623,SCHULTZ,"Your Honor, a defendant is bound and gagged in an American courtroom."
624,KUNSTLER,(to FORAN) Are you insane?
625,JUDGE HOFFMAN,That's enough.
626,KUNSTLER,This is an unholy disgrace to the law. This is a medieval torture chamber.
627,JUDGE HOFFMAN,I know no other lawyer who would utter such a thing.
628,WEINGLASS,This is an unholy disgrace to the law and a medieval torture--
629,JUDGE HOFFMAN,"I said that's enough! (beat) Love of God. (beat) What do you want, Mr. Schultz, this is your sidebar."
630,SCHULTZ,"Your Honor, at this time the Government would like to make a motion that Bobby Seale be separated--"
631,SCHULTZ,(to FORAN) Yes. Just--please sir. (to JUDGE HOFFMAN) --a motion that Bobby Seale be separated from the other defendants and that a mistrial be declared in his case.
632,JUDGE HOFFMAN,You want me to give him his mistrial?
633,KUNSTLER,You took their black guy and made him a sympathetic character.
634,JUDGE HOFFMAN,I've lived a long time and you're the first person who's ever suggested that I've discriminated against a black man.
635,WEINGLASS,Then let the record show that I'm the second.
636,JUDGE HOFFMAN,(pause) Step back.
637,JUDGE HOFFMAN,I'm issuing an order declaring a mistrial as to the defendant Bobby G. Seale.
638,JUDGE HOFFMAN,"Mr. Seale, you're currently charged with 16 counts of contempt for your repeated displays of disrespect, and you have a pending homicide charge in Connecticut. You are not home free and I doubt you ever will be. We're adjourned until ten a.m. Monday."
639,WEINGLASS,Hang up the phone.
640,WEINGLASS,Hang up the phone.
641,WEINGLASS,Was that a parting gift for Bobby?
642,JERRY,(to TOM) Why the fuck did you stand up?
643,TOM,I was just--it was a reflex.
644,RENNIE,He was respecting the institution.
645,TOM,And I don't know what good it does to insult the judge. And it was in view of the jury. And the press. And Foran and Schultz who'll be recommending sentencing if we're convicted.
646,ABBIE,"It's a revolution, Tom. We may have to hurt somebody's feelings."
647,RENNIE,(pause) So...we have this list. I was thinking maybe Monday morning we could read the names into the record.
648,TOM,Jesus--
649,RENNIE,As a way of saying--
650,TOM,As a way of saying what?
651,RENNIE,"That whatever we're facing, you know, is peanuts compared to what these guys--"
652,TOM,He's the one who's gonna sentence us. (MORE) 113.
653,TOM,The judge gets to decide what we're facing. It's a goddam trial.
654,ABBIE,A political trial.
655,TOM,"No, we were arrested for--the law doesn't recognize political--"
656,ABBIE,"We weren't arrested, we were chosen. Lee, John, have you guys asked yourselves what you're doing here?"
657,ABBIE,"You're a give-back. They give the jury a couple of guys they can acquit and feel better about finding the rest us guilty. Lenny, am I wrong?"
658,WEINGLASS,No.
659,ABBIE,"They're gonna find us guilty of ""I just don't like you."" That's why Bill won't put any of us on the stand."
660,KUNSTLER,You're a conscientious objector.
661,RENNIE,That thing. Remember? Outgoing cabinet members are supposed to resign as a courtesy but Ramsey Clark didn't tender his resignation until an hour--
662,JERRY,"Yeah, I read Mitchell had a fit about that. (to WEINGLASS) Did you read about that? (beat) Lenny?"
663,JERRY,(beat) Bill?
664,KUNSTLER,He was never even on our witness list.
665,TOM,Who?
666,KUNSTLER,The first witness you'd put on the stand...if this was a political trial. (calling) Bernadine!
667,KUNSTLER,My office needs to find Ramsey Clark.
668,ABBIE,William Kunstler just showed up.
669,KUNSTLER,Lenny.
670,WEINGLASS,"Maybe--I don't know, does he have a Secret Service detail?"
671,KUNSTLER,No. They're here for us.
672,KUNSTLER,"He was the Attorney General, what do we do, we just ring the doorbell?"
673,WEINGLASS,"Yeah, I guess so."
674,KUNSTLER,You want to do it?
675,TOM,Just ring the damn--
676,KUNSTLER,It's a nice house.
677,WEINGLASS,Yeah. 117.
678,KUNSTLER,"(pause) What would you call this, Tudor or Colonial?"
679,KUNSTLER,"Good morning, I'm Bill Kunstler. Mr. Clark is expecting us."
680,KUNSTLER,"I'll tell you, ma'am, that sounds great."
681,WEINGLASS,"Nothing for me, thank you."
682,TOM,Oh. That was a mistake. It was a reflex and--
683,KUNSTLER,Tom? 118.
684,TOM,Yeah.
685,KUNSTLER,"Pleased to meet you, sir, this is Leonard Weinglass."
686,KUNSTLER,And Tom Hayden.
687,KUNSTLER,I don't know what these men are doing here.
688,KUNSTLER,(pause) You invited them?
689,KUNSTLER,There isn't any impropriety. 119.
690,KUNSTLER,"(pause) Sir, these men are going to call Schultz and Foran as soon as we're done here."
691,KUNSTLER,In front of them?
692,KUNSTLER,"(pause) Alright. Mr. Clark, while you were the Attorney General for President Johnson, was there ever a discussion with the White House about seeking indictments against my clients?"
693,KUNSTLER,Why not?
694,WEINGLASS,That's an overly broad interpretation of the law.
695,KUNSTLER,"That's Lenny's way of saying you're criminally full of shit, Deputy Howard. 120."
696,KUNSTLER,"And I'll tell you what--We've dealt with jury tampering, wire tapping, a defendant who was literally gagged and a judge who's been handing down rulings from the bench that would be considered wrong in Honduras!--so I'm less interested in the law than I was when this trial began."
697,KUNSTLER,"No, you're protected by it-- (to CLARK) --and due respect, sir, I can subpoena you."
698,KUNSTLER,"Again, due respect, but my clients take a much bigger risk when they--"
699,KUNSTLER,"(beat) --when they stand up against enormous power they can't see and-- I'm sorry, what took me so long to do what?"
700,KUNSTLER,"(beat) Well...we were...remarking on that ourselves, but--"
701,TOM,"You have to find--Sir, you have to find some courage now and"
702,TOM,Yes--You have to find some courage and--
703,WEINGLASS,(holding a hand up) Tom.
704,KUNSTLER,I'm sorry?
705,KUNSTLER,The defense calls Ramsey Clark.
706,SCHULTZ,"Your Honor, the People move to disallow this witness."
707,JUDGE HOFFMAN,I'd like the marshals to take the jury from the room.
708,JUDGE HOFFMAN,Mr. Schultz?
709,SCHULTZ,The Code of Federal Regulations mandates that the disclosure of Justice Department material is prohibited without prior knowledge of the Attorney General--plainly meaning the sitting Attorney General--who is John Mitchell who has specifically denied his approval.
710,WEINGLASS,"Judge, the rule refers to very specific kinds of documents and information. If the regulation was interpreted as Mr. Schultz is asking it to be, nobody in the federal government would ever be able to testify in a trial after leaving their job. 123."
711,JUDGE HOFFMAN,I think the government is at least justified in asking the defense to demonstrate by voir dire the testimony it expects to illicit from the witness.
712,KUNSTLER,You'd like us to question the witness outside the presence of the jury?
713,JUDGE HOFFMAN,"If I find any of the testimony relevant I'll call the jury back in to hear it. (pause) Take it or leave it, Mr. Kunstler."
714,KUNSTLER,Defense calls Ramsey Clark.
715,KUNSTLER,"Mr. Clark, what was your occupation in the summer of 1968?"
716,KUNSTLER,You were appointed by President Johnson. 124.
717,JUDGE HOFFMAN,"(beat) Excuse me, sir?"
718,SCHULTZ,"Your Honor, I don't--hearing from the witness on this point is highly irregular."
719,JUDGE HOFFMAN,"(pause) Well gentlemen, I'm...This is my courtroom but the witness is the former--he's--and he's just stated his willingness, you know--so for the purposes of voir dire I'll hear the answer."
720,KUNSTLER,And what did you tell him?
721,KUNSTLER,Can you tell us why?
722,SCHULTZ,And the current Justice Department-- the only one that matters--came to a new conclu--
723,KUNSTLER,And therefore the motivation of the prosecution is now called into--
724,SCHULTZ,The motivation of the prosecution isn't an issue in a courtroom.
725,KUNSTLER,Not any courtroom I've ever been in except this one!
726,JUDGE HOFFMAN,"Mr. Kunstler, do you have any further examination that will demonstrate that this witness will make a material contribution or should I ask him to step down?"
727,KUNSTLER,You've ruled? You're not going to let the jury hear his testimony?
728,JUDGE HOFFMAN,"Not unless you can demonstrate to me, which you have not thus far done, that this witness-"
729,KUNSTLER,Yes sir.
730,KUNSTLER,(quietly) Are you any good?
731,JUDGE HOFFMAN,Are you addressing the Court Reporter?
732,KUNSTLER,(quietly) Keep up with us.. 128.
733,JUDGE HOFFMAN,Mr. Kunstler.
734,KUNSTLER,(to CLARK) Is this prosecution politically motivated?
735,SCHULTZ,Object!
736,KUNSTLER,President Nixon inherited an unpopular war?
737,JUDGE HOFFMAN,"Step down please, Mr. Clark."
738,KUNSTLER,"The administration's paranoid about the SDS, the MOBE, the New Left?"
739,JUDGE HOFFMAN,"Mr. Clark, please. (beat) Please, I'll be forced to find you in Contempt. You understand."
740,KUNSTLER,"(pause) Thank you, sir."
741,JUDGE HOFFMAN,You may step down.
742,KUNSTLER,"Your Honor, when the jury returns, will they be informed that the defense had called the former Attorney General but that the Court ruled he couldn't testify?"
743,JUDGE HOFFMAN,"No, that motion will be denied."
744,JUDGE HOFFMAN,Cite Mr. Kunstler with his third count of Contempt.
745,JUDGE HOFFMAN,Did one of the defendants speak?
746,TOM,(quietly) Dave--
747,JUDGE HOFFMAN,"Please sit, Mr. Dellinger."
748,JUDGE HOFFMAN,"Marshals, seat the defendant."
749,JUDGE HOFFMAN,Watch yourself.
750,JUDGE HOFFMAN,Take him outa here. Lock him up!
751,JERRY,There's only one thing--one thing to do. Solidarity with Dave. Tomorrow we go into court and get ourselves arrested.
752,TOM,We're already arrested.
753,JERRY,(pause) Is Bill talking to you about taking the stand? (beat) (MORE) 131.
754,JERRY,Some of the press guys are saying Bill's been talking to you about taking the stand.
755,TOM,He's been talking to me about it.
756,JERRY,He thinks you might get the crowd worked up with a position paper?
757,TOM,Maybe he thinks I won't try to get the crowd worked up at all. Maybe he thinks there are jurors who've relied on the safety of the police and are put off when someone calls them pigs. Or maybe he just wants a witness who dresses like a grown man.
758,JERRY,The cops in this city in the summer of 1968 were pigs.
759,TOM,I wonder how many of them have kids in Vietnam.
760,JERRY,"(to ABBIE) He's gonna take the stand, not you? (beat) We're okay with that?"
761,JERRY,Abbie!
762,ABBIE,(to TOM) What did you mean the last thing I want is to end the war?
763,TOM,(long pause) What? 132.
764,TOM,Mm-hm.
765,ABBIE,"And winning elections, that's the first thing on your wish list? Equality, justice, education, poverty and progress--they're second?"
766,TOM,If we don't win elections it doesn't matter what's second and it's astonishing that someone still has to explain that to you.
767,RENNIE,"(pause) Okay, so Jerry was talking about--"
768,ABBIE,(quietly) We don't have any money.
769,TOM,I'm sorry?
770,ABBIE,"We don't have any money. So I stage stunts and cameras come, microphones come. And it's astonishing that someone still has to explain that to you."
771,TOM,You're trading a cow for magic beans.
772,JERRY,That ended up working.
773,TOM,What?
774,JERRY,"The magic beans. There was a giant up there. I can't remember what happened after that, the little boy may have gotten eaten. 134."
775,JERRY,Are you sure?
776,ABBIE,(to TOM) Lemme ask you something.
777,RENNIE,You guys should just shake hands.
778,ABBIE,You think Chicago would've gone differently if Kennedy got the nomination?
779,TOM,"Do I think-- (laughs a little) Yes, it--yes. The Irish guys would have sat down with Daley and--yes."
780,ABBIE,I think so too.
781,TOM,Yeah.
782,ABBIE,"That's why I was wondering--weren't you just a little bit happy when the bullet ripped through his head? (beat) No Chicago, no Tom Hayden."
783,TOM,I WAS ONE OF HIS PALLBEARERS!
784,ABBIE,"(pushing him off) That's right! (beat) We're not going to jail because of what we did, we're going to jail because of who we are. Think about that the next time you shrug off cultural revolution. We define winning differently you and me."
785,ABBIE,"Bill, you shoulda seen it. Tom tried to beat me up but through sheer of force of intellectual superiority--"
786,KUNSTLER,Stop talking. (beat) Just stop talking.
787,KUNSTLER,Foran's office turned this over tonight in discovery. It was given to them by somebody in the crowd.
788,KUNSTLER,"No foul play, there are affidavits, they really did just get this."
789,TOM,What's on the tape?
790,KUNSTLER,The sound of you starting the Chicago riot.
791,TOM,(pause) What?
792,KUNSTLER,Somebody had a tape recorder at the band shell. (MORE) 136.
793,TOM,Sure. I'll show you what my answers'll sound like.
794,TOM,"First of all, it turned out the guy climbing the flagpole was a kid."
795,KUNSTLER,It seems like you guys attract an awful lot of underage minors.
796,TOM,(to WEINGLASS) You want to object?
797,WEINGLASS,Objection.
798,KUNSTLER,Overruled.
799,TOM,We attract the people who have the most to lose by this war continuing.
800,KUNSTLER,I'm glad you brought that up. Did you serve? 138.
801,TOM,I wasn't drafted. I didn't try to evade the--I had a high number.
802,KUNSTLER,But you didn't enlist.
803,TOM,"I did not volunteer to kill Vietnamese people, no."
804,KUNSTLER,"You testified that you saw at least six policemen start to go after the man--sorry, kid--who was climbing the flagpole."
805,TOM,Yes.
806,KUNSTLER,It was dark and you were a hundred yards away. Do you have telescopic night vision?
807,TOM,There were floodlights.
808,RENNIE,(shouting) Hey! It's alright! He's a kid! We'll get him down!
809,TOM,(to himself) Shit.
810,KUNSTLER,And?
811,TOM,The police were shoving Rennie away.
812,RENNIE,Just leave the kid alone! He'll come down!
813,TOM,Rennie was just trying to get the police off of the kid.
814,KUNSTLER,Get the police off of the kid.
815,TOM,Yes.
816,KUNSTLER,How?
817,TOM,He was--
818,KUNSTLER,--grabbing them? 140.
819,RENNIE,Jesus!
820,TOM,Outa nowhere--
821,TOM,It was six armed police officers versus Rennie Davis and a pocket protector so I can understand that response.
822,KUNSTLER,"How 'bout your response. Let's press ""Play""."
823,KUNSTLER,Dellinger tried to stop you from saying what you were about to say to the crowd.
824,TOM,Rennie's been beaten.
825,TOM,No we can't.
826,TOM,No.
827,KUNSTLER,Did you tell 'em to stay calm?
828,TOM,Rennie Davis has just been beaten by the police! Rennie's skull has been cracked open. 142.
829,KUNSTLER,Did you tell your crowd to stay calm or did you--
830,TOM,Bill--
831,KUNSTLER,"I'm Richard Schultz and John Mitchell told me to win, Tom. Did you tell your crowd to stay calm or did you say--"
832,TOM,Yes. Absolutely. If blood is going to flow--
833,TOM,(shouting into the microphone) --let it flow all over the city!
834,TOM,"(into the microphone) If gas is going to be used, let it come down all over Chicago! We're going to the Convention!"
835,TOM,Let's get on the street! Get on the street!
836,KUNSTLER,"""If blood is going to flow, let it flow all over the city."" Was that an order to start a peaceful demonstration? 143."
837,KUNSTLER,"Once you'd had a moment to settle down, did you try top stop people?"
838,KUNSTLER,You didn't try to stop anyone.
839,TOM,No.
840,TOM,(shouting) The bridges! Head to the bridges! The bridges! 144.
841,KUNSTLER,You were the one who told people to go to the footbridges.
842,TOM,The ones who were able to make it out of the park without getting arrested or maimed.
843,KUNSTLER,"And those people, the ones you sent to the footbridges, did they know what was waiting for them on the other side?"
844,KUNSTLER,All access to the convention was blocked.
845,TOM,By an armored division. 145.
846,KUNSTLER,"Of the Illinois National Guard, they're the good guys."
847,TOM,"Jeeps fitted with concertina wire called Daley Dozers, and when did I stop being one of the good guys?"
848,KUNSTLER,Let's find out. Were glass bottles being thrown at the police?
849,TOM,Some people threw bottles. Dave was the one trying to shut it down. They were frustrated--all three footbridges were--
850,KUNSTLER,"You, Abbie, Jerry and 11 others eluded the police."
851,TOM,"I wouldn't say we eluded them, I'd say we were fleeing from them."
852,KUNSTLER,You found an unguarded bridge. 146.
853,ABBIE,Now here's where things got weird.
854,KUNSTLER,"You, Abbie, Jerry and 11 others found the only way to the convention."
855,ABBIE,"In the lobby of the Hilton, right next to the Convention Center, is a bar called the Haymarket Tavern. The Haymarket Tavern is a watering hole for Chicago's political class and their hookers. And the place was packed to watch Humphrey getting the nomination a mile away."
856,ABBIE,One side of the Haymarket Tavern is a huge picture window with smoked glass. You can't see inside from the street.
857,KUNSTLER,"You made it through the riot police, the tear gas, the national guard and you're in sight of the Convention Center--"
858,TOM,Where we got trapped.
859,KUNSTLER,What's another word for trapped?
860,TOM,We were trapped between the window and the police.
861,KUNSTLER,"What's another word for trapped? (beat) ""Caught"", right? 148."
862,ABBIE,"Inside the bar it's like the 60's never happened. Outside the bar, the 60's were being performed for anyone who looked out the window."
863,ABBIE,And we see a cop do something you don't ever want to see a cop do. 149.
864,KUNSTLER,"All those people, how come you and Abbie and Jerry are the only ones who saw them do that?"
865,TOM,I don't know. It was dark. People were scared.
866,ABBIE,60's outside the bar. 50's inside the bar. And then...? An unnecessary metaphor.
867,KUNSTLER,Were you resisting arrest? 150.
868,TOM,They pushed us through the window.
869,KUNSTLER,You overrun the riot police--
870,KUNSTLER,"--make it past the tear gas,        (simultaneously) make it past the national        Which is more than Rennie can guard, find an open bridge,      say! Over 400 people admitted you can practically reach        to area hospitals with severe your hand out and touch the      injuries! They had armored convention and you gave          vehicles! Bayonets! They took yourself up peacefully?          off their name tags and badges! We were trying to protest peacefully at the fucking convention!"
871,TOM,(pause) Yeah.
872,KUNSTLER,"Who started the riot, Tom?"
873,TOM,"(pause) ""Our""."
874,KUNSTLER,(pause) What? 151.
875,TOM,"(beat) ""Our"". ""Our blood""."
876,ABBIE,"(pause) ""Our"" blood. If ""our"" blood is going to flow--you meant to say, ""If 'our' blood is going to flow, let it flow all over the city."" You didn't mean the cops, you were saying if they're going to beat us up then everyone should see it."
877,KUNSTLER,(quietly) Jesus Christ.
878,ABBIE,"You do this-- (to KUNSTLER) He does this, it's a pattern. Read his portion of the Port Huron Statement. He implies possessive pronouns and he uses vague noun modifiers."
879,TOM,(pause) You read the Port Huron Statement?
880,ABBIE,I've read everything you've published.
881,TOM,I didn't know that.
882,ABBIE,You're a talented guy. Except for the possessive pronouns and the vague--
883,TOM,I know.
884,TOM,(to KUNSTLER) Put Abbie on the stand instead.
